SoccerPlayer,SoccerPlayerLabel,Team,TeamLabel,TeamNumber,numMatches,numGoals,startTime,endTime
http://www.wikidata.org/entity/Q3610896,Alexander Castro,http://www.wikidata.org/entity/Q2321569,Asociación Deportiva Ramonense,,18,1,2009-01-01T00:00:00Z,2010-01-01T00:00:00Z
http://www.wikidata.org/entity/Q3610896,Alexander Castro,http://www.wikidata.org/entity/Q1024460,Club Sport Cartaginés,,52,1,2005-01-01T00:00:00Z,2007-01-01T00:00:00Z
http://www.wikidata.org/entity/Q3610896,Alexander Castro,http://www.wikidata.org/entity/Q82429,C.S. Herediano,,13,2,2007-01-01T00:00:00Z,2009-01-01T00:00:00Z
http://www.wikidata.org/entity/Q3610896,Alexander Castro,http://www.wikidata.org/entity/Q194387,Costa Rica national football team,,22,0,2001-01-01T00:00:00Z,2005-01-01T00:00:00Z
http://www.wikidata.org/entity/Q3610896,Alexander Castro,http://www.wikidata.org/entity/Q1322654,Liga Deportiva Alajuelense,,96,3,1999-01-01T00:00:00Z,2005-01-01T00:00:00Z
http://www.wikidata.org/entity/Q3612468,Allen Guevara,http://www.wikidata.org/entity/Q922309,Costa Rica national under-20 football team,,7,0,2009-01-01T00:00:00Z,2009-01-01T00:00:00Z
http://www.wikidata.org/entity/Q3612468,Allen Guevara,http://www.wikidata.org/entity/Q1424158,Municipal Liberia,,23,1,2008-01-01T00:00:00Z,2010-01-01T00:00:00Z
http://www.wikidata.org/entity/Q3616509,Andrés Núñez,http://www.wikidata.org/entity/Q82429,C.S. Herediano,,8,0,2011-01-01T00:00:00Z,2011-01-01T00:00:00Z
http://www.wikidata.org/entity/Q3616509,Andrés Núñez,http://www.wikidata.org/entity/Q2295404,Brujas F.C.,,15,6,2010-01-01T00:00:00Z,2010-01-01T00:00:00Z
http://www.wikidata.org/entity/Q3616509,Andrés Núñez,http://www.wikidata.org/entity/Q868582,Deportivo Saprissa,,194,12,2001-01-01T00:00:00Z,2010-01-01T00:00:00Z
http://www.wikidata.org/entity/Q3616509,Andrés Núñez,http://www.wikidata.org/entity/Q1024460,Club Sport Cartaginés,,22,3,2000-01-01T00:00:00Z,2001-01-01T00:00:00Z
http://www.wikidata.org/entity/Q3616509,Andrés Núñez,http://www.wikidata.org/entity/Q194387,Costa Rica national football team,,10,1,2001-01-01T00:00:00Z,2008-01-01T00:00:00Z
http://www.wikidata.org/entity/Q3622558,Ariel Soto,http://www.wikidata.org/entity/Q2295404,Brujas F.C.,,6,0,2009-01-01T00:00:00Z,2011-01-01T00:00:00Z
http://www.wikidata.org/entity/Q3622558,Ariel Soto,http://www.wikidata.org/entity/Q1322654,Liga Deportiva Alajuelense,,102,4,2012-01-01T00:00:00Z,2015-01-01T00:00:00Z
http://www.wikidata.org/entity/Q3640442,Bismark Acosta,http://www.wikidata.org/entity/Q655551,A.D. Belén,,61,4,2011-01-01T00:00:00Z,2013-01-01T00:00:00Z
http://www.wikidata.org/entity/Q3640442,Bismark Acosta,http://www.wikidata.org/entity/Q82429,C.S. Herediano,,73,2,2008-01-01T00:00:00Z,2011-01-01T00:00:00Z
http://www.wikidata.org/entity/Q3640442,Bismark Acosta,http://www.wikidata.org/entity/Q737947,IK Start,,52,5,2013-01-01T00:00:00Z,2015-01-01T00:00:00Z
http://www.wikidata.org/entity/Q3640442,Bismark Acosta,http://www.wikidata.org/entity/Q194387,Costa Rica national football team,,6,0,2010-01-01T00:00:00Z,2012-01-01T00:00:00Z
http://www.wikidata.org/entity/Q3640442,Bismark Acosta,http://www.wikidata.org/entity/Q3472766,Asociacion Deportiva Santacruceña,,41,1,2005-01-01T00:00:00Z,2007-01-01T00:00:00Z
http://www.wikidata.org/entity/Q3640442,Bismark Acosta,http://www.wikidata.org/entity/Q290891,Asociación Deportiva San Carlos,,28,0,2007-01-01T00:00:00Z,2008-01-01T00:00:00Z
http://www.wikidata.org/entity/Q3697385,Cristian Montero,http://www.wikidata.org/entity/Q1322654,Liga Deportiva Alajuelense,,194,5,2001-01-01T00:00:00Z,2009-01-01T00:00:00Z
http://www.wikidata.org/entity/Q3697385,Cristian Montero,http://www.wikidata.org/entity/Q194387,Costa Rica national football team,,6,0,2005-01-01T00:00:00Z,2009-01-01T00:00:00Z
http://www.wikidata.org/entity/Q3697388,Cristian Oviedo Calvo,http://www.wikidata.org/entity/Q1322654,Liga Deportiva Alajuelense,,269,30,2006-01-01T00:00:00Z,2014-01-01T00:00:00Z
http://www.wikidata.org/entity/Q3697388,Cristian Oviedo Calvo,http://www.wikidata.org/entity/Q194387,Costa Rica national football team,,11,0,2009-01-01T00:00:00Z,2009-01-01T00:00:00Z
http://www.wikidata.org/entity/Q3700029,César Elizondo,http://www.wikidata.org/entity/Q290878,Municipal Pérez Zeledón,,22,5,2010-01-01T00:00:00Z,2011-01-01T00:00:00Z
http://www.wikidata.org/entity/Q3700029,César Elizondo,http://www.wikidata.org/entity/Q1044425,North Carolina FC,,29,4,2013-01-01T00:00:00Z,2014-01-01T00:00:00Z
http://www.wikidata.org/entity/Q3700029,César Elizondo,http://www.wikidata.org/entity/Q1442028,San Antonio Scorpions,,12,8,2014-01-01T00:00:00Z,2015-01-01T00:00:00Z
http://www.wikidata.org/entity/Q3700029,César Elizondo,http://www.wikidata.org/entity/Q868582,Deportivo Saprissa,,53,7,2007-01-01T00:00:00Z,2013-01-01T00:00:00Z
http://www.wikidata.org/entity/Q3700029,César Elizondo,http://www.wikidata.org/entity/Q194387,Costa Rica national football team,,10,0,2011-01-01T00:00:00Z,2011-01-01T00:00:00Z
http://www.wikidata.org/entity/Q3702266,Danny Carvajal,http://www.wikidata.org/entity/Q868582,Deportivo Saprissa,,139,0,2013-07-07T00:00:00Z,2017-05-21T00:00:00Z
http://www.wikidata.org/entity/Q3702266,Danny Carvajal,http://www.wikidata.org/entity/Q2295404,Brujas F.C.,,14,0,2009-12-06T00:00:00Z,2011-04-04T00:00:00Z
http://www.wikidata.org/entity/Q3702266,Danny Carvajal,http://www.wikidata.org/entity/Q290891,Asociación Deportiva San Carlos,,63,0,2011-07-31T00:00:00Z,2013-05-05T00:00:00Z
http://www.wikidata.org/entity/Q3706356,Dexter Lewis,http://www.wikidata.org/entity/Q290878,Municipal Pérez Zeledón,,108,0,2005-01-01T00:00:00Z,2010-01-01T00:00:00Z
http://www.wikidata.org/entity/Q3706356,Dexter Lewis,http://www.wikidata.org/entity/Q1581236,Limón Fútbol Club,,56,0,2010-01-01T00:00:00Z,2012-01-01T00:00:00Z
http://www.wikidata.org/entity/Q6165449,Víctor Coto Ortega,http://www.wikidata.org/entity/Q1022923,Club Atlético Gimnasia y Esgrima de Jujuy,,1,0,2011-01-01T00:00:00Z,2011-01-01T00:00:00Z
http://www.wikidata.org/entity/Q6165449,Víctor Coto Ortega,http://www.wikidata.org/entity/Q1023556,Club de Futbol Universidad de Costa Rica,,17,2,2013-01-01T00:00:00Z,2014-01-01T00:00:00Z
http://www.wikidata.org/entity/Q6165449,Víctor Coto Ortega,http://www.wikidata.org/entity/Q1289495,Sliema Wanderers F.C.,,12,3,2008-01-01T00:00:00Z,2009-01-01T00:00:00Z
http://www.wikidata.org/entity/Q6165485,Javier Delgado,http://www.wikidata.org/entity/Q1322654,Liga Deportiva Alajuelense,,194,11,1990-01-01T00:00:00Z,1997-01-01T00:00:00Z
http://www.wikidata.org/entity/Q6165485,Javier Delgado,http://www.wikidata.org/entity/Q1322654,Liga Deportiva Alajuelense,,95,14,1999-01-01T00:00:00Z,2003-01-01T00:00:00Z
http://www.wikidata.org/entity/Q6165485,Javier Delgado,http://www.wikidata.org/entity/Q194387,Costa Rica national football team,,33,2,1992-01-01T00:00:00Z,2000-01-01T00:00:00Z
http://www.wikidata.org/entity/Q6165485,Javier Delgado,http://www.wikidata.org/entity/Q16489030,Q16489030,,39,8,1998-01-01T00:00:00Z,1999-01-01T00:00:00Z
http://www.wikidata.org/entity/Q6165760,Javier Wanchope,http://www.wikidata.org/entity/Q194387,Costa Rica national football team,,9,0,1989-01-01T00:00:00Z,1996-01-01T00:00:00Z
http://www.wikidata.org/entity/Q6166593,Waylon Francis,http://www.wikidata.org/entity/Q3590655,Costa Rica Olympic football team,,2,0,2011-09-21T00:00:00Z,2011-09-23T00:00:00Z
http://www.wikidata.org/entity/Q6166593,Waylon Francis,http://www.wikidata.org/entity/Q632511,Seattle Sounders FC,,16,0,2017-12-14T00:00:00Z,2019-02-04T00:00:00Z
http://www.wikidata.org/entity/Q6166593,Waylon Francis,http://www.wikidata.org/entity/Q457163,Columbus Crew SC,,93,0,2013-11-26T00:00:00Z,2017-12-13T00:00:00Z
http://www.wikidata.org/entity/Q6166593,Waylon Francis,http://www.wikidata.org/entity/Q82429,C.S. Herediano,,91,2,2011-12-27T00:00:00Z,2013-12-31T00:00:00Z
http://www.wikidata.org/entity/Q6166593,Waylon Francis,http://www.wikidata.org/entity/Q1581236,Limón Fútbol Club,,18,0,2011-07-01T00:00:00Z,2011-12-26T00:00:00Z
http://www.wikidata.org/entity/Q6166593,Waylon Francis,http://www.wikidata.org/entity/Q2295404,Brujas F.C.,,9,0,2011-01-13T00:00:00Z,2011-06-30T00:00:00Z
http://www.wikidata.org/entity/Q6169936,Yendrick Ruiz,http://www.wikidata.org/entity/Q82429,C.S. Herediano,,101,44,2012-01-01T00:00:00Z,2015-01-01T00:00:00Z
http://www.wikidata.org/entity/Q6169936,Yendrick Ruiz,http://www.wikidata.org/entity/Q958577,Puntarenas F.C.,,36,13,2011-01-01T00:00:00Z,2011-01-01T00:00:00Z
http://www.wikidata.org/entity/Q6169936,Yendrick Ruiz,http://www.wikidata.org/entity/Q16967914,FC Pune City,,9,0,2015-01-01T00:00:00Z,2016-01-01T00:00:00Z
http://www.wikidata.org/entity/Q6169936,Yendrick Ruiz,http://www.wikidata.org/entity/Q2295404,Brujas F.C.,,3,0,2010-01-01T00:00:00Z,2010-01-01T00:00:00Z
http://www.wikidata.org/entity/Q6170313,Josimar Arias,http://www.wikidata.org/entity/Q958577,Puntarenas F.C.,,19,0,2007-01-01T00:00:00Z,2008-01-01T00:00:00Z
http://www.wikidata.org/entity/Q6170313,Josimar Arias,http://www.wikidata.org/entity/Q1024341,C.S.D. Municipal,,17,2,2012-01-01T00:00:00Z,2012-01-01T00:00:00Z
http://www.wikidata.org/entity/Q6170313,Josimar Arias,http://www.wikidata.org/entity/Q1322654,Liga Deportiva Alajuelense,,54,3,2003-01-01T00:00:00Z,2007-01-01T00:00:00Z
http://www.wikidata.org/entity/Q6170313,Josimar Arias,http://www.wikidata.org/entity/Q2295404,Brujas F.C.,,62,21,2008-01-01T00:00:00Z,2011-01-01T00:00:00Z
http://www.wikidata.org/entity/Q6170313,Josimar Arias,http://www.wikidata.org/entity/Q82429,C.S. Herediano,,16,0,2011-01-01T00:00:00Z,2012-01-01T00:00:00Z
http://www.wikidata.org/entity/Q6170313,Josimar Arias,http://www.wikidata.org/entity/Q1243720,Dorados de Sinaloa,,12,1,2011-01-01T00:00:00Z,2011-01-01T00:00:00Z
http://www.wikidata.org/entity/Q6170313,Josimar Arias,http://www.wikidata.org/entity/Q194387,Costa Rica national football team,,5,0,2009-01-01T00:00:00Z,2010-01-01T00:00:00Z
http://www.wikidata.org/entity/Q6174780,Óscar Esteban Granados,http://www.wikidata.org/entity/Q194387,Costa Rica national football team,,14,0,2009-01-23T00:00:00Z,2016-06-11T00:00:00Z
http://www.wikidata.org/entity/Q6174780,Óscar Esteban Granados,http://www.wikidata.org/entity/Q3590655,Costa Rica Olympic football team,,2,0,2007-11-16T00:00:00Z,2007-12-06T00:00:00Z
http://www.wikidata.org/entity/Q6174780,Óscar Esteban Granados,http://www.wikidata.org/entity/Q922309,Costa Rica national under-20 football team,,6,0,2004-10-16T00:00:00Z,2005-01-16T00:00:00Z
http://www.wikidata.org/entity/Q6174780,Óscar Esteban Granados,http://www.wikidata.org/entity/Q1024460,Club Sport Cartaginés,,188,9,2004-03-24T00:00:00Z,2011-05-25T00:00:00Z
http://www.wikidata.org/entity/Q6174780,Óscar Esteban Granados,http://www.wikidata.org/entity/Q520474,Orión F.C.,,15,1,2011-06-08T00:00:00Z,2011-12-26T00:00:00Z
http://www.wikidata.org/entity/Q6208151,Jody Stewart,http://www.wikidata.org/entity/Q868582,Deportivo Saprissa,,11,0,2005-01-01T00:00:00Z,2007-01-01T00:00:00Z
http://www.wikidata.org/entity/Q6272619,Jonathan Bolaños,http://www.wikidata.org/entity/Q868582,Deportivo Saprissa,,21,2,2001-01-01T00:00:00Z,2002-01-01T00:00:00Z
http://www.wikidata.org/entity/Q6272619,Jonathan Bolaños,http://www.wikidata.org/entity/Q82429,C.S. Herediano,,4,0,2007-01-01T00:00:00Z,2008-01-01T00:00:00Z
http://www.wikidata.org/entity/Q6272619,Jonathan Bolaños,http://www.wikidata.org/entity/Q194387,Costa Rica national football team,,3,0,2000-01-01T00:00:00Z,2000-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1523258,Jonathan McDonald,http://www.wikidata.org/entity/Q922309,Costa Rica national under-20 football team,,7,2,2006-01-01T00:00:00Z,2007-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1523258,Jonathan McDonald,http://www.wikidata.org/entity/Q644157,Kalmar FF,,55,6,2012-01-01T00:00:00Z,2013-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1523258,Jonathan McDonald,http://www.wikidata.org/entity/Q2008499,Vancouver Whitecaps,,7,0,2010-01-01T00:00:00Z,2010-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1523258,Jonathan McDonald,http://www.wikidata.org/entity/Q3590655,Costa Rica Olympic football team,,2,0,2010-01-01T00:00:00Z,2010-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1523258,Jonathan McDonald,http://www.wikidata.org/entity/Q290806,Asociación Deportiva Carmelita,,3,0,2004-01-01T00:00:00Z,2005-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1523258,Jonathan McDonald,http://www.wikidata.org/entity/Q82429,C.S. Herediano,,63,16,2005-01-01T00:00:00Z,2010-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1523258,Jonathan McDonald,http://www.wikidata.org/entity/Q196107,Vancouver Whitecaps FC,,7,0,2010-01-01T00:00:00Z,2010-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1523258,Jonathan McDonald,http://www.wikidata.org/entity/Q1322654,Liga Deportiva Alajuelense,,38,21,2010-01-01T00:00:00Z,2011-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1620678,Andy Furtado,http://www.wikidata.org/entity/Q82429,C.S. Herediano,,13,3,2009-01-01T00:00:00Z,2009-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1620678,Andy Furtado,http://www.wikidata.org/entity/Q655551,A.D. Belén,,18,2,2012-01-01T00:00:00Z,2013-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1620678,Andy Furtado,http://www.wikidata.org/entity/Q1581236,Limón Fútbol Club,,10,1,2012-01-01T00:00:00Z,2012-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1620678,Andy Furtado,http://www.wikidata.org/entity/Q194387,Costa Rica national football team,,9,5,2007-01-01T00:00:00Z,2009-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1620678,Andy Furtado,http://www.wikidata.org/entity/Q1023201,C.D. Marathón,,15,5,2008-01-01T00:00:00Z,2008-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1620678,Andy Furtado,http://www.wikidata.org/entity/Q290891,Asociación Deportiva San Carlos,,50,18,2005-01-01T00:00:00Z,2007-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1620678,Andy Furtado,http://www.wikidata.org/entity/Q1024337,Comunicaciones FC,,9,1,2011-01-01T00:00:00Z,2011-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1641616,Geovanny Jara,http://www.wikidata.org/entity/Q194387,Costa Rica national football team,,11,0,1996-01-01T00:00:00Z,2003-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1648083,Alfonso Quesada,http://www.wikidata.org/entity/Q1023556,Club de Futbol Universidad de Costa Rica,,1,0,2007-01-01T00:00:00Z,2008-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1648083,Alfonso Quesada,http://www.wikidata.org/entity/Q922309,Costa Rica national under-20 football team,,3,0,2005-01-01T00:00:00Z,2005-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1648083,Alfonso Quesada,http://www.wikidata.org/entity/Q4859507,Barbate CF,,4,0,2006-01-01T00:00:00Z,2007-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1770233,Róger Flores,http://www.wikidata.org/entity/Q194387,Costa Rica national football team,,49,2,1983-01-01T00:00:00Z,1991-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1805383,Rónald Gómez,http://www.wikidata.org/entity/Q868582,Deportivo Saprissa,,61,13,2004-01-01T00:00:00Z,2006-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1805383,Rónald Gómez,http://www.wikidata.org/entity/Q931704,OFI Crete,,87,39,1999-01-01T00:00:00Z,2002-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1805383,Rónald Gómez,http://www.wikidata.org/entity/Q11963,Hércules CF,,11,4,1997-01-01T00:00:00Z,1998-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1805383,Rónald Gómez,http://www.wikidata.org/entity/Q12278,Sporting Gijón,,21,2,1996-01-01T00:00:00Z,1997-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1805383,Rónald Gómez,http://www.wikidata.org/entity/Q194387,Costa Rica national football team,,93,27,1993-01-01T00:00:00Z,2008-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1805383,Rónald Gómez,http://www.wikidata.org/entity/Q1322654,Liga Deportiva Alajuelense,,45,27,1994-01-01T00:00:00Z,1996-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1805383,Rónald Gómez,http://www.wikidata.org/entity/Q131378,APOEL F.C.,,20,4,2006-01-01T00:00:00Z,2007-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1805383,Rónald Gómez,http://www.wikidata.org/entity/Q868582,Deportivo Saprissa,,28,4,2007-01-01T00:00:00Z,2008-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1805383,Rónald Gómez,http://www.wikidata.org/entity/Q1023193,Atlético Irapuato,,16,2,2004-01-01T00:00:00Z,2004-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1805383,Rónald Gómez,http://www.wikidata.org/entity/Q290893,Santos de Guápiles,,14,2,2009-01-01T00:00:00Z,2009-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1824178,John Jairo Ruiz,http://www.wikidata.org/entity/Q2195773,Royal Excel Mouscron,,24,14,2012-01-01T00:00:00Z,2013-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1824178,John Jairo Ruiz,http://www.wikidata.org/entity/Q868582,Deportivo Saprissa,,11,2,2011-01-01T00:00:00Z,2012-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1824178,John Jairo Ruiz,http://www.wikidata.org/entity/Q3044773,Costa Rica national under-17 football team,,5,5,2010-01-01T00:00:00Z,2011-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1824178,John Jairo Ruiz,http://www.wikidata.org/entity/Q2195773,Royal Excel Mouscron,,24,14,2012-01-01T00:00:00Z,2012-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1824178,John Jairo Ruiz,http://www.wikidata.org/entity/Q370206,K.V. Oostende,,26,5,2014-01-01T00:00:00Z,2015-01-01T00:00:00Z
http://www.wikidata.org/entity/Q7271798,Quico Chacón,http://www.wikidata.org/entity/Q194387,Costa Rica national football team,,1,0,1953-01-01T00:00:00Z,1953-01-01T00:00:00Z
http://www.wikidata.org/entity/Q7282387,Rafael Ángel García,,,,,,,
http://www.wikidata.org/entity/Q7290468,Ramón Coll Jaumet,,,,,,,
http://www.wikidata.org/entity/Q7290552,Ramón Rodríguez Soto,http://www.wikidata.org/entity/Q194387,Costa Rica national football team,,3,2,1953-01-01T00:00:00Z,1953-01-01T00:00:00Z
http://www.wikidata.org/entity/Q7322652,Ricardo García,,,,,,,
http://www.wikidata.org/entity/Q7351946,Roberto Wong,http://www.wikidata.org/entity/Q868582,Deportivo Saprissa,,9,0,2011-01-01T00:00:00Z,2011-01-01T00:00:00Z
http://www.wikidata.org/entity/Q7351946,Roberto Wong,http://www.wikidata.org/entity/Q1023166,Club Deportivo Barrio Mexico,,9,1,2010-01-01T00:00:00Z,2010-01-01T00:00:00Z
http://www.wikidata.org/entity/Q7351946,Roberto Wong,http://www.wikidata.org/entity/Q194387,Costa Rica national football team,,2,0,2007-01-01T00:00:00Z,2007-01-01T00:00:00Z
http://www.wikidata.org/entity/Q7351946,Roberto Wong,http://www.wikidata.org/entity/Q290878,Municipal Pérez Zeledón,,29,2,2011-01-01T00:00:00Z,2012-01-01T00:00:00Z
http://www.wikidata.org/entity/Q7351946,Roberto Wong,http://www.wikidata.org/entity/Q290893,Santos de Guápiles,,38,4,2001-01-01T00:00:00Z,2003-01-01T00:00:00Z
http://www.wikidata.org/entity/Q7351946,Roberto Wong,http://www.wikidata.org/entity/Q958577,Puntarenas F.C.,,125,13,2004-01-01T00:00:00Z,2008-01-01T00:00:00Z
http://www.wikidata.org/entity/Q7351946,Roberto Wong,http://www.wikidata.org/entity/Q82429,C.S. Herediano,,2,0,2000-01-01T00:00:00Z,2001-01-01T00:00:00Z
http://www.wikidata.org/entity/Q7351946,Roberto Wong,http://www.wikidata.org/entity/Q1424158,Municipal Liberia,,25,1,2009-01-01T00:00:00Z,2010-01-01T00:00:00Z
http://www.wikidata.org/entity/Q7360544,Rolando Corella,,,,,,,
http://www.wikidata.org/entity/Q7386541,Rónald Cháves,http://www.wikidata.org/entity/Q194387,Costa Rica national football team,,4,0,1997-01-01T00:00:00Z,1997-01-01T00:00:00Z
http://www.wikidata.org/entity/Q7386547,Rónald Mora,,,,,,,
http://www.wikidata.org/entity/Q7416845,Sandro Alfaro,http://www.wikidata.org/entity/Q194387,Costa Rica national football team,,27,1,1991-01-01T00:00:00Z,2000-01-01T00:00:00Z
http://www.wikidata.org/entity/Q7825773,Toribio Rojas,,,,,,,
http://www.wikidata.org/entity/Q7970228,Warren Granados,http://www.wikidata.org/entity/Q2321569,Asociación Deportiva Ramonense,,17,0,2005-01-01T00:00:00Z,2005-01-01T00:00:00Z
http://www.wikidata.org/entity/Q7970228,Warren Granados,http://www.wikidata.org/entity/Q194387,Costa Rica national football team,,6,2,2009-01-01T00:00:00Z,2009-01-01T00:00:00Z
http://www.wikidata.org/entity/Q8040731,Wálter Elizondo,http://www.wikidata.org/entity/Q194387,Costa Rica national football team,,43,5,1963-01-01T00:00:00Z,1975-01-01T00:00:00Z
http://www.wikidata.org/entity/Q8076726,Álvaro Murillo,http://www.wikidata.org/entity/Q194387,Costa Rica national football team,,36,9,1950-01-01T00:00:00Z,1960-01-01T00:00:00Z
http://www.wikidata.org/entity/Q10516769,Luis Ruiz,,,,,,,
http://www.wikidata.org/entity/Q10527149,José Mena,http://www.wikidata.org/entity/Q868582,Deportivo Saprissa,,57,5,2009-01-01T00:00:00Z,2012-01-01T00:00:00Z
http://www.wikidata.org/entity/Q10527149,José Mena,http://www.wikidata.org/entity/Q1386893,BG Pathum United F.C.,,28,0,2013-01-01T00:00:00Z,2014-01-01T00:00:00Z
http://www.wikidata.org/entity/Q10527149,José Mena,http://www.wikidata.org/entity/Q290878,Municipal Pérez Zeledón,,13,0,2012-01-01T00:00:00Z,2012-01-01T00:00:00Z
http://www.wikidata.org/entity/Q10557731,Franklin Chacón,http://www.wikidata.org/entity/Q958577,Puntarenas F.C.,,30,2,2009-01-01T00:00:00Z,2010-01-01T00:00:00Z
http://www.wikidata.org/entity/Q10557731,Franklin Chacón,http://www.wikidata.org/entity/Q958577,Puntarenas F.C.,,11,1,2011-01-01T00:00:00Z,2011-01-01T00:00:00Z
http://www.wikidata.org/entity/Q10557731,Franklin Chacón,http://www.wikidata.org/entity/Q2091731,Seattle Sounders,,12,0,2005-01-01T00:00:00Z,2005-01-01T00:00:00Z
http://www.wikidata.org/entity/Q10557731,Franklin Chacón,http://www.wikidata.org/entity/Q290806,Asociación Deportiva Carmelita,,41,5,2011-01-01T00:00:00Z,2013-01-01T00:00:00Z
http://www.wikidata.org/entity/Q20640723,Carol Sánchez,,,,,,,
http://www.wikidata.org/entity/Q20640733,Karla Villalobos,,,,,,,
http://www.wikidata.org/entity/Q20641606,Adriana Venegas,,,,,,,
http://www.wikidata.org/entity/Q20744389,Joseph Mora,http://www.wikidata.org/entity/Q3590655,Costa Rica Olympic football team,,15,0,2011-10-19T00:00:00Z,2015-10-07T00:00:00Z
http://www.wikidata.org/entity/Q20744389,Joseph Mora,http://www.wikidata.org/entity/Q655551,A.D. Belén,,42,0,2013-08-11T00:00:00Z,2015-02-06T00:00:00Z
http://www.wikidata.org/entity/Q20744389,Joseph Mora,http://www.wikidata.org/entity/Q655551,A.D. Belén,,15,1,2011-07-31T00:00:00Z,2012-05-19T00:00:00Z
http://www.wikidata.org/entity/Q20744389,Joseph Mora,http://www.wikidata.org/entity/Q868582,Deportivo Saprissa,,83,1,2015-02-06T00:00:00Z,2018-03-05T00:00:00Z
http://www.wikidata.org/entity/Q20744389,Joseph Mora,http://www.wikidata.org/entity/Q1024486,Club Sport Uruguay de Coronado,,11,0,2012-07-25T00:00:00Z,2013-05-25T00:00:00Z
http://www.wikidata.org/entity/Q20744389,Joseph Mora,http://www.wikidata.org/entity/Q3044773,Costa Rica national under-17 football team,,3,0,2009-10-25T00:00:00Z,2009-10-31T00:00:00Z
http://www.wikidata.org/entity/Q20744389,Joseph Mora,http://www.wikidata.org/entity/Q922309,Costa Rica national under-20 football team,,20,1,2010-11-23T00:00:00Z,2013-03-15T00:00:00Z
http://www.wikidata.org/entity/Q20895956,Ronald Matarrita,http://www.wikidata.org/entity/Q3044773,Costa Rica national under-17 football team,,4,0,2010-10-26T00:00:00Z,2011-02-22T00:00:00Z
http://www.wikidata.org/entity/Q20895956,Ronald Matarrita,http://www.wikidata.org/entity/Q3590655,Costa Rica Olympic football team,,10,2,2015-05-27T00:00:00Z,2015-10-04T00:00:00Z
http://www.wikidata.org/entity/Q20895956,Ronald Matarrita,http://www.wikidata.org/entity/Q1322654,Liga Deportiva Alajuelense,,67,4,2013-04-28T00:00:00Z,2016-01-16T00:00:00Z
http://www.wikidata.org/entity/Q20895956,Ronald Matarrita,http://www.wikidata.org/entity/Q922309,Costa Rica national under-20 football team,,2,0,2012-07-17T00:00:00Z,2012-07-19T00:00:00Z
http://www.wikidata.org/entity/Q20994152,Jimmy Marín,http://www.wikidata.org/entity/Q868582,Deportivo Saprissa,,3,1,2015-05-06T00:00:00Z,2016-05-18T00:00:00Z
http://www.wikidata.org/entity/Q20994152,Jimmy Marín,http://www.wikidata.org/entity/Q82429,C.S. Herediano,,0,0,2016-05-18T00:00:00Z,2016-06-07T00:00:00Z
http://www.wikidata.org/entity/Q20994152,Jimmy Marín,http://www.wikidata.org/entity/Q655551,A.D. Belén,,15,1,2016-06-07T00:00:00Z,2016-11-12T00:00:00Z
http://www.wikidata.org/entity/Q20994194,Marvin Loría,http://www.wikidata.org/entity/Q868582,Deportivo Saprissa,,10,0,2016-05-16T00:00:00Z,2018-03-05T00:00:00Z
http://www.wikidata.org/entity/Q20994194,Marvin Loría,http://www.wikidata.org/entity/Q868582,Deportivo Saprissa,,2,0,2013-11-24T00:00:00Z,2015-08-31T00:00:00Z
http://www.wikidata.org/entity/Q20994311,Ulises Segura,http://www.wikidata.org/entity/Q868582,Deportivo Saprissa,,122,15,2015-06-15T00:00:00Z,2017-12-19T00:00:00Z
